File,Product,Account,Detail,Item
401kRevenueDetail.txt,401(K) PLANS,0031 WASHINGTON,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0033 CHARLOTTE,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0018 LONG ISLAND,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0020 METRO NY,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0021 NORTHERN NJ,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,IRA SIMPLE,0021 NORTHERN NJ,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0025 SOUTHERN NJ,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0027 LEHIGH VALLEY,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0028 HARRISBURG,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0046 PITTSBURGH,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0044 COLUMBUS,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,IRA SIMPLE,0048 MIDDLETOWN,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0040 MIAMI,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0041 TAMPA,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0042 JACKSONVILLE,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0052 CHICAGO,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0056 TWIN CITIES,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0062 ST LOUIS,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0063 KANSAS CITY,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0064 TULSA,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0066 OKLAHOMA CITY,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0070 HOUSTON,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0072 DALLAS,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0079 INLAND EMPIRE,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0083 VENTURA,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0084 SAN FRANCISCO,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0087 FRESNO,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0089 PASADENA,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0080 ORANGE COUNTY,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0081 LOS ANGELES,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0082 SAN DIEGO,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0085 SACRAMENTO,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0088 EAST BAY,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0065 DENVER,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,IRA SIMPLE,0065 DENVER,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0090 PORTLAND,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0920 DSC East,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,IRA SIMPLE,0920 DSC East,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0921 DSC West,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0922 DSC Central,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0919·SMB Flexible Service Group,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0943 MULTI PRODUCT SERVICE CENTER INDY,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0439 ORLANDO MMS,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0441 TAMPA MMS,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0446 PITTSBURGH MMS,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0447 CUYAHOGA VALLEY MMS,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,0456 TWIN CITIES MMS,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,5765 SEBS,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(k) PEP,5600 401K ADMINISTRATION,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,5600 401K ADMINISTRATION,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,IRA SIMPLE,5600 401K ADMINISTRATION,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,RETIREMENT PLANS,5600 401K ADMINISTRATION,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,5745 EPLAN,OTHER REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401K NSI EXPORT,0087 FRESNO,MAINTENANCE REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401K NSI EXPORT,0920 DSC East,MAINTENANCE REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401K NSI EXPORT,0943 MULTI PRODUCT SERVICE CENTER INDY,MAINTENANCE REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,5765 SEBS,MAINTENANCE REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(k) PEP,5600 401K ADMINISTRATION,MAINTENANCE REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,5600 401K ADMINISTRATION,MAINTENANCE REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,PROFIT SHARING PLANS,5600 401K ADMINISTRATION,MAINTENANCE REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,IRA SIMPLE,5600 401K ADMINISTRATION,MAINTENANCE REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401K NSI IMPORT,5600 401K ADMINISTRATION,MAINTENANCE REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401K NSI EXPORT,5600 401K ADMINISTRATION,MAINTENANCE REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401K SINGLE,5600 401K ADMINISTRATION,MAINTENANCE REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401K SDA,5600 401K ADMINISTRATION,MAINTENANCE REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,MONEY PURCHASE PLANS,5600 401K ADMINISTRATION,MAINTENANCE REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401K INST TRUSTEE,5600 401K ADMINISTRATION,MAINTENANCE REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,RETIREMENT PLANS,5600 401K ADMINISTRATION,MAINTENANCE REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,5745 EPLAN,MAINTENANCE REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,5600 401K ADMINISTRATION,ACCTRW4500_100,401K Fee Revenue
401kRevenueDetail.txt,401K NSI EXPORT,5600 401K ADMINISTRATION,ACCTRW4500_100,401K Fee Revenue
401kRevenueDetail.txt,RETIREMENT PLANS,5600 401K ADMINISTRATION,ACCTRW4500_100,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,5600 401K ADMINISTRATION,ACCTRW4500_200,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,5600 401K ADMINISTRATION,ACCTRW4500_322,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,5730 TAX CREDIT SERVICES OPS,ACCTRW4500_359,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,5600 401K ADMINISTRATION,ACCTRW4500_359,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,5600 401K ADMINISTRATION,SUPPLIES REVENUE - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,5765 SEBS,ACCTRW4650_000,401K Fee Revenue
401kRevenueDetail.txt,401(k) PEP,5600 401K ADMINISTRATION,ACCTRW4650_000,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,5600 401K ADMINISTRATION,ACCTRW4650_000,401K Fee Revenue
401kRevenueDetail.txt,PROFIT SHARING PLANS,5600 401K ADMINISTRATION,ACCTRW4650_000,401K Fee Revenue
401kRevenueDetail.txt,IRA SIMPLE,5600 401K ADMINISTRATION,ACCTRW4650_000,401K Fee Revenue
401kRevenueDetail.txt,401K NSI IMPORT,5600 401K ADMINISTRATION,ACCTRW4650_000,401K Fee Revenue
401kRevenueDetail.txt,401K SINGLE,5600 401K ADMINISTRATION,ACCTRW4650_000,401K Fee Revenue
401kRevenueDetail.txt,401K SDA,5600 401K ADMINISTRATION,ACCTRW4650_000,401K Fee Revenue
401kRevenueDetail.txt,MONEY PURCHASE PLANS,5600 401K ADMINISTRATION,ACCTRW4650_000,401K Fee Revenue
401kRevenueDetail.txt,401K INST TRUSTEE,5600 401K ADMINISTRATION,ACCTRW4650_000,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,5745 EPLAN,ACCTRW4650_000,401K Fee Revenue
401kRevenueDetail.txt,401(k) PEP,5600 401K ADMINISTRATION,ACCTRW4650_551,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,5600 401K ADMINISTRATION,ACCTRW4650_551,401K Fee Revenue
401kRevenueDetail.txt,IRA SIMPLE,5600 401K ADMINISTRATION,ACCTRW4650_551,401K Fee Revenue
401kRevenueDetail.txt,401K SINGLE,5600 401K ADMINISTRATION,ACCTRW4650_551,401K Fee Revenue
401kRevenueDetail.txt,401(k) PEP,5600 401K ADMINISTRATION,SALES DISCOUNTS - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,5600 401K ADMINISTRATION,SALES DISCOUNTS - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,PROFIT SHARING PLANS,5600 401K ADMINISTRATION,SALES DISCOUNTS - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,IRA SIMPLE,5600 401K ADMINISTRATION,SALES DISCOUNTS - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401K NSI IMPORT,5600 401K ADMINISTRATION,SALES DISCOUNTS - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401K NSI EXPORT,5600 401K ADMINISTRATION,SALES DISCOUNTS - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401K SINGLE,5600 401K ADMINISTRATION,SALES DISCOUNTS - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401K SDA,5600 401K ADMINISTRATION,SALES DISCOUNTS - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,RETIREMENT PLANS,5600 401K ADMINISTRATION,SALES DISCOUNTS - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,5600 401K ADMINISTRATION,ACCTRW4690_100,401K Fee Revenue
401kRevenueDetail.txt,RETIREMENT PLANS,5600 401K ADMINISTRATION,ACCTRW4690_100,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,Prior Year Adjustment,ACCTRW4690_100,401K Fee Revenue
401kRevenueDetail.txt,401(k) PEP,5600 401K ADMINISTRATION,ACCTRW4690_551,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,5600 401K ADMINISTRATION,ACCTRW4690_551,401K Fee Revenue
401kRevenueDetail.txt,IRA SIMPLE,5600 401K ADMINISTRATION,ACCTRW4690_551,401K Fee Revenue
401kRevenueDetail.txt,401K SINGLE,5600 401K ADMINISTRATION,ACCTRW4690_551,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,5745 EPLAN,SALES DISCOUNTS - CONTRACT PLAN - RW,401K Fee Revenue
401kRevenueDetail.txt,401(k) PEP,5600 401K ADMINISTRATION,SETUP REVENUE - RW,401K Fee Revenue
401kRevenueDetail.txt,401(k) PEP,5600 401K ADMINISTRATION,Setup Fee Revenue Existing Amortization - RW,401K Fee Revenue
401kRevenueDetail.txt,401(k) PEP,5600 401K ADMINISTRATION,Setup Fee Revenue Amortization - RW,401K Fee Revenue
401kRevenueDetail.txt,401(k) PEP,5600 401K ADMINISTRATION,SUPPLIES REVENUE - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,5765 SEBS,OTHER REVENUE - FINAL - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,5765 SEBS,SUPPLIES REVENUE - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,5770 401K/S125 PRODUCT INTEGRATION,OTHER REVENUE - CONTRACT PLAN - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,5770 401K/S125 PRODUCT INTEGRATION,MAINTENANCE REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,5600 401K ADMINISTRATION,Setup Fee Revenue Existing Amortization - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,5600 401K ADMINISTRATION,Setup Fee Revenue Amortization - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,5600 401K ADMINISTRATION,OTHER REVENUE - CONTRACT PLAN - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,5600 401K ADMINISTRATION,ACCTRW4650_100,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,5620 PPA RESTATEMENT,SUPPLIES REVENUE - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,5745 EPLAN,SETUP REVENUE - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,5745 EPLAN,OTHER REVENUE - FINAL - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,5745 EPLAN,OTHER REVENUE - CONTRACT PLAN - RW,401K Fee Revenue
401kRevenueDetail.txt,401(K) PLANS,Prior Year Adjustment,ACCTRW4650_100,401K Fee Revenue
401kRevenueDetail.txt,401K NSI EXPORT,0921 DSC West,MAINTENANCE REVENUE - NA - RW,401K Fee Revenue
401kRevenueDetail.txt,401(k) PEP,5600 401K ADMINISTRATION,DIRECT BILL/MONEY MGMT REVENUE - RW,401K Asset fee & BP Revenue
401kRevenueDetail.txt,401(K) PLANS,5600 401K ADMINISTRATION,DIRECT BILL/MONEY MGMT REVENUE - RW,401K Asset fee & BP Revenue
401kRevenueDetail.txt,IRA SIMPLE,5600 401K ADMINISTRATION,DIRECT BILL/MONEY MGMT REVENUE - RW,401K Asset fee & BP Revenue
401kRevenueDetail.txt,401(K) PLANS,5745 EPLAN,DIRECT BILL/MONEY MGMT REVENUE - RW,401K Asset fee & BP Revenue
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Auburn RSC,FEE REVENUE - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Auburn RSC,FEE REVENUE - CONTRACT PLAN - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Auburn RSC,OTHER REVENUE - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Auburn RSC,MAINTENANCE REVENUE - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Auburn RSC,SALES DISCOUNTS - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Auburn RSC,SALES DISCOUNTS - CONTRACT PLAN - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Rochester RSC,FEE REVENUE - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Rochester RSC,FEE REVENUE - CONTRACT PLAN - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Rochester RSC,OTHER REVENUE - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Rochester RSC,MAINTENANCE REVENUE - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Rochester RSC,SALES DISCOUNTS - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Rochester RSC,SALES DISCOUNTS - CONTRACT PLAN - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Greensboro RSC,FEE REVENUE - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Greensboro RSC,FEE REVENUE - CONTRACT PLAN - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Greensboro RSC,OTHER REVENUE - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Greensboro RSC,MAINTENANCE REVENUE - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Greensboro RSC,SALES DISCOUNTS - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Greensboro RSC,SALES DISCOUNTS - CONTRACT PLAN - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Lehigh Valley RSC,FEE REVENUE - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Lehigh Valley RSC,FEE REVENUE - CONTRACT PLAN - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Lehigh Valley RSC,OTHER REVENUE - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Lehigh Valley RSC,MAINTENANCE REVENUE - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Lehigh Valley RSC,SALES DISCOUNTS - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Lehigh Valley RSC,SALES DISCOUNTS - CONTRACT PLAN - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Middletown RSC,FEE REVENUE - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Middletown RSC,FEE REVENUE - CONTRACT PLAN - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Middletown RSC,OTHER REVENUE - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Middletown RSC,MAINTENANCE REVENUE - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Middletown RSC,SALES DISCOUNTS - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Middletown RSC,SALES DISCOUNTS - CONTRACT PLAN - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Tampa RSC,FEE REVENUE - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Tampa RSC,FEE REVENUE - CONTRACT PLAN - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Tampa RSC,OTHER REVENUE - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Tampa RSC,MAINTENANCE REVENUE - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Tampa RSC,SALES DISCOUNTS - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Tampa RSC,SALES DISCOUNTS - CONTRACT PLAN - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Indianapolis RSC,FEE REVENUE - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Indianapolis RSC,FEE REVENUE - CONTRACT PLAN - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Indianapolis RSC,OTHER REVENUE - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Indianapolis RSC,MAINTENANCE REVENUE - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Indianapolis RSC,SALES DISCOUNTS - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Indianapolis RSC,SALES DISCOUNTS - CONTRACT PLAN - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Nashville RSC,FEE REVENUE - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Nashville RSC,FEE REVENUE - CONTRACT PLAN - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Nashville RSC,OTHER REVENUE - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Nashville RSC,MAINTENANCE REVENUE - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Nashville RSC,SALES DISCOUNTS - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Nashville RSC,SALES DISCOUNTS - CONTRACT PLAN - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Baton Rouge RSC,FEE REVENUE - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Baton Rouge RSC,FEE REVENUE - CONTRACT PLAN - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Baton Rouge RSC,OTHER REVENUE - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Baton Rouge RSC,MAINTENANCE REVENUE - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Baton Rouge RSC,SALES DISCOUNTS - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Baton Rouge RSC,SALES DISCOUNTS - CONTRACT PLAN - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Phoenix RSC,FEE REVENUE - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Phoenix RSC,FEE REVENUE - CONTRACT PLAN - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Phoenix RSC,OTHER REVENUE - NA - RW,Payroll blended products
BlendedProductRevenue.txt,Total Flex Blended Products Revenue,Phoenix RSC,MAINTENANCE REVENUE - NA - RW,Payroll blended products
