				Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Plan	Plan	Plan	Plan	Plan	Plan	Plan	Plan	Plan	Plan	Plan	Plan	Plan	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast
Total Activity	IRA SIMPLE	5600 401K ADMINISTRATION	SETUP REVENUE - RW	"14,700"	"1,800"	"1,050"	"1,350"	450	900	600	750	"2,100"	"1,200"	"1,200"	"1,500"	"1,800"	"17,826"	900	750	"1,500"	"2,150"	975		851	"3,400"	"1,851"	"1,250"	"1,350"	"2,850"	"15,175"	"1,050"	600	"1,550"	450	"1,050"	600	300	"1,800"	"3,225"	"2,100"	300	"2,150"	"27,201"	"1,200"	300	"2,201"	900	"1,050"	551		"4,573"	"5,302"	650	"4,650"	"5,826"	"267,703"	650	"6,175"	"4,352"	775	"2,525"	200	125	"13,888"	"5,101"	"1,050"	"2,388"	"230,476"	"30,101"	"2,250"	"4,425"	"4,850"	"2,225"	450		"-227,826"	"236,476"	"1,401"	"3,450"	"2,025"	375	"17,200"	"2,000"	"1,750"	275	"1,500"	375	150		"1,325"	"2,250"	"6,050"	"1,000"	525														"5,276"	"5,276"												"6,226"	"5,276"		950										"8,601"	"5,276"		950	"2,375"									"10,001"	"5,276"		950	"2,375"	"1,400"								"10,751"	"5,276"		950	"2,375"	"1,400"	750							"13,476"	"5,276"		950	"2,375"	"1,400"	750	"-3,800"	"6,525"				
Total Activity	401K SINGLE	5600 401K ADMINISTRATION	SETUP REVENUE - RW	"730,318"	"80,675"	"38,251"	"51,750"	"57,975"	"66,000"	"49,300"	"80,231"	"74,089"	"54,218"	"56,814"	"54,516"	"66,500"	"773,348"	"58,450"	"62,650"	"51,250"	"62,000"	"87,953"	"51,000"	"109,735"	"78,435"	"52,250"	"60,750"	"47,125"	"51,750"	"1,010,425"	"77,170"	"45,250"	"73,360"	"90,935"	"98,255"	"109,985"	"24,970"	"138,850"	"72,065"	"81,275"	"6,000"	"192,310"	"1,225,814"	"84,025"	"9,500"	"160,793"	"37,500"	"79,751"	"192,601"	"34,100"	"211,875"	"101,995"	"12,250"	"81,300"	"220,125"	"1,251,151"		"85,000"	"178,500"	"12,255"	"175,875"	"87,750"	"55,250"	"203,500"	"85,250"	"22,146"	"119,250"	"226,375"	"995,950"	"11,750"	"158,500"	"20,750"	"97,125"	"163,000"	"9,000"	"125,250"	"184,500"	"16,875"	"83,065"	"117,135"	"9,000"	"1,272,310"	"76,500"	"138,260"	"17,250"	"187,550"	"26,250"	"103,500"	"157,500"	"156,500"	"94,750"	"186,625"	"111,500"	"16,125"														"122,295"	"113,045"	"9,250"											"178,545"	"113,045"	"9,250"	"56,250"										"320,295"	"113,045"	"9,250"	"56,250"	"141,750"									"340,045"	"113,045"	"9,250"	"56,250"	"141,750"	"19,750"								"382,795"	"113,045"	"9,250"	"56,250"	"141,750"	"19,750"	"42,750"							"556,895"	"113,045"	"9,250"	"56,250"	"141,750"	"19,750"	"42,750"	"101,575"	"72,525"				
Total Activity	401(k) PEP	5600 401K ADMINISTRATION	FEE REVENUE - CONTRACT PLAN - RW																																																																															"2,187,968"								"354,066"	"-65,328"	"850,400"	"637,750"	"411,080"														"1,923,866"	"1,429,455"	"494,411"											"3,105,977"	"1,429,455"	"494,411"	"1,182,111"										"5,155,227"	"1,429,455"	"494,411"	"1,182,111"	"2,049,250"									"5,693,000"	"1,429,455"	"494,411"	"1,182,111"	"2,049,250"	"537,773"								"6,704,743"	"1,429,455"	"494,411"	"1,182,111"	"2,049,250"	"537,773"	"1,011,743"							"9,899,986"	"1,429,455"	"494,411"	"1,182,111"	"2,049,250"	"537,773"	"1,011,743"	"1,164,390"	"2,030,854"				
Total Activity	401(K) PLANS	5600 401K ADMINISTRATION	FEE REVENUE - CONTRACT PLAN - RW	"11,038,512"	"941,382"	"915,049"	"-121,813"	"1,014,007"	"876,319"	"647,923"	"1,099,689"	"896,203"	"1,001,050"	"824,973"	"984,491"	"1,959,242"	"10,653,211"	"502,819"	"998,964"	"959,574"	"1,395,802"	"555,308"	"1,116,462"	"1,481,704"	"501,055"	"679,958"	"1,104,482"	"844,523"	"512,560"	"10,779,635"	"673,116"	"660,288"	"1,192,340"	"1,301,947"	"490,547"	"944,510"	"1,953,796"	"-38,509"	"771,485"	"797,564"	"1,500,489"	"532,062"	"11,683,052"	"665,666"	"1,181,416"	"656,371"	"1,628,746"	"998,320"	"645,577"	"2,009,041"	"-57,316"	"866,974"	"1,609,571"	"894,432"	"584,254"	"12,272,062"	"1,347,744"	"643,274"	"519,438"	"1,885,705"	"425,740"	"943,812"	"2,328,409"	"-209,224"	"848,215"	"1,452,328"	"942,750"	"1,143,871"	"12,549,098"	"1,996,130"	"355,322"	"1,055,285"	"1,143,356"	"1,276,142"	"1,229,834"	"2,037,432"	"94,839"	"975,481"	"626,331"	"990,696"	"768,250"	"9,582,058"	"371,099"	"719,862"	"752,795"	"609,281"	"1,266,618"	"690,524"	"1,759,346"	"223,161"	"1,115,755"	"106,371"	"1,416,669"	"550,576"														"812,861"	"-275,633"	"1,088,494"											"1,431,754"	"-275,633"	"1,088,494"	"618,893"										"2,334,832"	"-275,633"	"1,088,494"	"618,893"	"903,078"									"2,538,591"	"-275,633"	"1,088,494"	"618,893"	"903,078"	"203,759"								"3,547,621"	"-275,633"	"1,088,494"	"618,893"	"903,078"	"203,759"	"1,009,030"							"4,105,519"	"-275,633"	"1,088,494"	"618,893"	"903,078"	"203,759"	"1,009,030"	"1,134,728"	"-576,830"				
Total Activity	IRA SIMPLE	5600 401K ADMINISTRATION	FEE REVENUE - CONTRACT PLAN - RW	"14,850"	"1,050"	"1,050"	"1,050"	600	900	900	"1,200"	"1,800"	"1,800"	"1,050"	"1,500"	"1,950"	"18,426"	300	"2,100"	"2,500"	700	975	150	"2,701"	"2,300"	"1,651"	700	"3,300"	"1,050"	"13,975"	"1,200"	"1,400"	"1,050"	300	900	900	750	900	"2,025"	"2,100"	300	"2,150"	"28,001"	"1,200"	300	"2,351"	"1,925"	825	901	"1,748"	"2,325"	"5,302"	"2,500"	"3,900"	"4,726"	"268,754"	"4,375"	"5,226"	"2,376"	"2,551"	"2,750"	"1,800"	"5,550"	"5,363"	"4,851"	"3,001"	"2,138"	"228,775"	"33,001"	"4,875"	"1,800"	"5,500"	"1,575"	"1,700"	"2,175"	"3,325"	"2,500"	"2,551"	"3,325"	"1,175"	"2,500"	"16,675"	550	"1,700"	275	"1,500"	525	750	950		"4,650"	"3,400"	"1,000"	"1,375"														"3,900"	"3,400"	500											"4,350"	"3,400"	500	450										"6,225"	"3,400"	500	450	"1,875"									"9,125"	"3,400"	500	450	"1,875"	"2,900"								"9,875"	"3,400"	500	450	"1,875"	"2,900"	750							"11,726"	"3,400"	500	450	"1,875"	"2,900"	750	251	"1,601"				
Total Activity	401K SINGLE	5600 401K ADMINISTRATION	FEE REVENUE - CONTRACT PLAN - RW	"713,493"	"36,501"	"52,150"	"54,075"	"61,750"	"49,750"	"76,766"	"76,148"	"63,932"	"54,706"	"49,258"	"77,508"	"60,950"	"786,328"	"54,750"	"60,900"	"54,750"	"87,303"	"60,335"	"70,560"	"102,435"	"65,250"	"50,000"	"54,000"	"45,626"	"80,420"	"952,125"	"58,000"	"63,000"	"84,170"	"104,500"	"65,860"	"75,000"	"76,070"	"73,250"	"69,690"	"82,025"	"84,810"	"115,750"	"1,222,989"	"82,775"	"55,667"	"115,126"	"110,501"	"96,750"	"124,851"	"127,470"	"94,800"	"105,125"	"78,550"	"86,875"	"144,500"	"1,261,155"	"74,250"	"89,000"	"105,505"	"106,875"	"87,833"	"95,000"	"137,639"	"110,690"	"87,738"	"106,750"	"116,500"	"143,376"	"1,064,616"	"85,250"	"87,500"	"92,813"	"99,958"	"101,750"	"90,000"	"121,000"	"96,000"	"84,645"	"56,000"	"79,450"	"70,250"	"1,257,960"	"63,250"	"88,260"	"85,050"	"122,000"	"119,000"	"141,500"	"143,000"	"106,750"	"98,750"	"116,875"	"109,150"	"64,375"														"109,250"	"59,000"	"50,250"											"165,000"	"59,000"	"50,250"	"55,750"										"267,250"	"59,000"	"50,250"	"55,750"	"102,250"									"330,700"	"59,000"	"50,250"	"55,750"	"102,250"	"63,450"								"405,200"	"59,000"	"50,250"	"55,750"	"102,250"	"63,450"	"74,500"							"531,325"	"59,000"	"50,250"	"55,750"	"102,250"	"63,450"	"74,500"	"76,200"	"49,925"				
Total Activity	401(K) PLANS	5745 EPLAN	FEE REVENUE - CONTRACT PLAN - RW	"14,568"											"-5,400"	"19,968"	"281,938"	"27,975"	"21,290"	"12,282"	"19,415"	"33,082"	"20,022"	"41,412"	"18,530"	"30,278"	"20,713"	"17,412"	"19,530"	"371,123"	"21,703"	"19,822"	"35,532"	"49,628"	"46,928"	"31,440"	"47,441"	"24,797"	"22,775"	"25,587"	"24,759"	"20,712"	"366,852"	"15,482"	"31,737"	"20,047"				"185,244"	"5,118"	"20,973"	"23,770"	"38,121"	"26,360"	"514,324"	"28,674"	"28,407"	"29,088"	"86,640"	"44,447"	"31,645"	"87,397"	"55,150"	"29,221"	"25,653"	"40,723"	"27,279"	"577,254"	"26,528"	"48,991"	"26,080"	"51,983"	"71,547"	"46,281"	"529,055"	"-372,367"	"19,450"	"13,730"	"93,226"	"22,748"	"832,033"	"29,615"	"108,173"	"28,211"	"59,169"	"112,280"	"40,651"	"89,654"	"-574,278"	"-122,476"	"873,510"	"157,905"	"29,619"														"188,721"	"26,512"	"162,209"											"228,445"	"26,512"	"162,209"	"39,725"										"308,646"	"26,512"	"162,209"	"39,725"	"80,200"									"431,981"	"26,512"	"162,209"	"39,725"	"80,200"	"123,336"								"505,671"	"26,512"	"162,209"	"39,725"	"80,200"	"123,336"	"73,690"							"802,554"	"26,512"	"162,209"	"39,725"	"80,200"	"123,336"	"73,690"	"125,127"	"171,755"				
Total Activity	401(k) PEP	5600 401K ADMINISTRATION	Revenue Deferral - RW																																																																															"-1,736,882"									"63,967"	"-850,400"	"-577,327"	"-373,122"														"-11,157,753"	"-1,301,094"	"-438,360"	"-887,300"	"-1,014,600"	"-644,100"	"-737,200"	"-1,485,800"	"-959,500"	"-885,400"	"-1,046,900"	"-839,800"	"-917,700"	"-11,790,906"	"-1,301,094"	"-438,360"	"-1,113,453"	"-1,018,000"	"-674,000"	"-768,000"	"-1,450,000"	"-1,068,000"	"-942,000"	"-1,080,000"	"-910,000"	"-1,028,000"	"-13,048,014"	"-1,301,094"	"-438,360"	"-1,113,453"	"-1,865,107"	"-770,000"	"-846,000"	"-1,504,000"	"-1,108,000"	"-974,000"	"-1,118,000"	"-944,000"	"-1,066,000"	"-12,880,258"	"-1,301,094"	"-438,360"	"-1,113,453"	"-1,865,107"	"-464,244"	"-848,000"	"-1,526,000"	"-1,132,000"	"-996,000"	"-1,144,000"	"-964,000"	"-1,088,000"	"-13,231,335"	"-1,301,094"	"-438,360"	"-1,113,453"	"-1,865,107"	"-464,244"	"-917,078"	"-1,544,000"	"-1,138,000"	"-1,056,000"	"-1,212,000"	"-1,028,000"	"-1,154,000"	"-12,926,929"	"-1,301,094"	"-438,360"	"-1,113,453"	"-1,865,107"	"-464,244"	"-917,078"	"-1,048,473"	"-1,807,120"	"-942,000"	"-1,082,000"	"-918,000"	"-1,030,000"
Total Activity	401(K) PLANS	5600 401K ADMINISTRATION	Revenue Deferral - RW																																																					"-13,177,418"	"-861,689"	"-783,835"	"-1,229,964"	"-1,456,693"	"-1,078,425"	"-960,882"	"-1,753,850"	"-890,302"	"-876,158"	"-1,062,003"	"-969,489"	"-1,254,128"	"-11,874,505"	"-936,079"	"-926,371"	"-593,322"	"-1,342,148"	"-1,988,786"	"-684,244"	"-2,039,035"	"-1,163,430"	"-389,873"	"-833,963"	"-647,509"	"-329,744"	"-10,789,031"	"-518,990"	"-1,026,988"	"-427,238"	"-1,211,023"	"-895,781"	"-656,201"	"-1,752,165"	"-1,089,915"	"-1,230,526"	"-378,718"	"-1,308,994"	"-292,491"	"-10,696,000"	"-764,800"	"-708,800"	"-833,600"	"-979,200"	"-625,600"	"-732,800"	"-1,435,200"	"-950,400"	"-880,000"	"-1,040,000"	"-846,400"	"-899,200"	"-10,324,398"	"-205,982"	"-904,015"	"-835,200"	"-984,000"	"-622,400"	"-729,600"	"-1,435,200"	"-950,400"	"-878,400"	"-1,035,200"	"-841,600"	"-902,400"	"-8,665,685"	"-205,982"	"-904,015"	"-633,687"	"-786,000"	"-520,000"	"-602,000"	"-1,130,000"	"-834,000"	"-736,000"	"-842,000"	"-682,000"	"-790,000"	"-9,645,731"	"-205,982"	"-904,015"	"-633,687"	"-1,448,046"	"-596,000"	"-662,000"	"-1,170,000"	"-864,000"	"-762,000"	"-874,000"	"-706,000"	"-820,000"	"-9,204,976"	"-205,982"	"-904,015"	"-633,687"	"-1,448,046"	"-45,245"	"-664,000"	"-1,188,000"	"-884,000"	"-780,000"	"-892,000"	"-722,000"	"-838,000"	"-9,723,680"	"-205,982"	"-904,015"	"-633,687"	"-1,448,046"	"-45,245"	"-968,705"	"-1,202,000"	"-888,000"	"-826,000"	"-946,000"	"-768,000"	"-888,000"	"-9,911,468"	"-205,982"	"-904,015"	"-633,687"	"-1,448,046"	"-45,245"	"-968,705"	"-1,151,349"	"174,361"	"-1,138,500"	"-1,306,400"	"-1,060,300"	"-1,223,600"
Total Activity	401(K) PLANS	Prior Year Adjustment	Revenue Deferral - RW																											"-12,922,169"	"-815,455"	"-748,566"	"-1,289,345"	"-1,535,490"	"-809,345"	"-1,291,095"	"-1,517,126"	"-1,068,951"	"-796,522"	"-867,398"	"-998,383"	"-1,184,493"	"-13,308,444"	"-745,853"	"-801,572"	"-1,358,011"	"-1,480,341"	"-1,094,365"	"-944,990"	"-1,573,382"	"-1,034,610"	"-913,324"	"-1,070,906"	"-1,039,614"	"-1,251,477"																																																																																																																																		
Total Activity	401(k) PEP	5600 401K ADMINISTRATION	Deferred Revenue Recognition - RW																																																																															"80,896"										"16,356"	"28,383"	"36,157"														"135,658"	"63,263"	"72,395"											"231,250"	"63,263"	"72,395"	"95,592"										"365,699"	"63,263"	"72,395"	"95,592"	"134,449"									"509,819"	"63,263"	"72,395"	"95,592"	"134,449"	"144,120"								"673,046"	"63,263"	"72,395"	"95,592"	"134,449"	"144,120"	"163,226"							"1,080,833"	"63,263"	"72,395"	"95,592"	"134,449"	"144,120"	"163,226"	"185,069"	"222,718"				
Total Activity	401(K) PLANS	5600 401K ADMINISTRATION	Deferred Revenue Recognition - RW																																																					"13,023,047"	"1,058,712"	"1,055,843"	"1,081,918"	"1,085,228"	"1,084,497"	"1,091,842"	"1,107,095"	"1,097,200"	"1,093,895"	"1,096,578"	"1,094,111"	"1,076,128"	"12,951,457"	"1,080,943"	"1,078,245"	"1,067,081"	"1,063,275"	"1,085,918"	"1,079,641"	"1,091,099"	"1,094,260"	"1,086,977"	"1,080,839"	"1,074,792"	"1,068,386"	"12,523,244"	"1,051,398"	"1,078,823"	"1,050,050"	"1,043,290"	"1,045,091"	"1,031,864"	"1,036,760"	"1,037,197"	"1,046,239"	"1,036,058"	"1,042,529"	"1,023,946"														"2,027,531"	"1,012,698"	"1,014,833"											"3,027,207"	"1,012,698"	"1,014,833"	"999,676"										"4,026,277"	"1,012,698"	"1,014,833"	"999,676"	"999,070"									"5,003,490"	"1,012,698"	"1,014,833"	"999,676"	"999,070"	"977,213"								"5,981,197"	"1,012,698"	"1,014,833"	"999,676"	"999,070"	"977,213"	"977,707"							"7,893,840"	"1,012,698"	"1,014,833"	"999,676"	"999,070"	"977,213"	"977,707"	"968,915"	"943,728"				
Total Activity	401(K) PLANS	Prior Year Adjustment	Setup Fee Revenue Existing Amortization - RW																											"11,588,988"	"928,299"	"932,003"	"941,664"	"955,925"	"957,680"	"971,142"	"986,089"	"979,229"	"979,478"	"984,176"	"988,839"	"984,464"	"12,291,484"	"989,143"	"990,927"	"1,000,923"	"1,011,681"	"1,017,298"	"1,027,792"	"1,029,962"	"1,033,108"	"1,036,231"	"1,045,108"	"1,045,998"	"1,063,311"																																																																																																																																		
Total Activity	401(K) PLANS	0008 FOXBORO	OTHER REVENUE - NA - RW																																								0			"1,500"	"-1,500"																																																																																																																																										
Total Activity	401(K) PLANS	0011 BOSTON	OTHER REVENUE - NA - RW																																								0			"5,050"	"-5,050"																																																																																																																																										
Total Activity	IRA SIMPLE	0011 BOSTON	OTHER REVENUE - NA - RW																																								0			300	-300																																																																																																																																										
Total Activity	401(K) PLANS	0012 PROVIDENCE	OTHER REVENUE - NA - RW																																								0			"2,000"	"-2,000"																																																																																																																																										
Total Activity	IRA SIMPLE	0012 PROVIDENCE	OTHER REVENUE - NA - RW																																								0			50	-50																																																																																																																																										
Total Activity	IRA SIMPLE	0013 STAMFORD	OTHER REVENUE - NA - RW																																								0			401	-401																																																																																																																																										
Total Activity	401(K) PLANS	0067 MANCHESTER	OTHER REVENUE - NA - RW																																								0			50	-50																																																																																																																																										
Total Activity	IRA SIMPLE	0069 AUBURN	OTHER REVENUE - NA - RW																																								0			251	-251																																																																																																																																										
Total Activity	401(K) PLANS	0015 ALBANY	OTHER REVENUE - NA - RW																																								0			50	-50																																																																																																																																										
Total Activity	401(K) PLANS	0016 SYRACUSE	OTHER REVENUE - NA - RW																																								0			50	-50																																																																																																																																										
Total Activity	401(K) PLANS	0017 ROCHESTER	OTHER REVENUE - NA - RW																																								0			100	-100																																																																																																																																										
Total Activity	401(K) PLANS	0035 ATLANTA	OTHER REVENUE - NA - RW																																								0			100	-100																																																																																																																																										
Total Activity	401(K) PLANS	0045 BUFFALO	OTHER REVENUE - NA - RW																																								0			"1,550"	"-1,550"																																																																																																																																										
Total Activity	401(K) PLANS	0030 BALTIMORE	OTHER REVENUE - NA - RW																																								0			100	-100																																																																																																																																										
Total Activity	401(K) PLANS	0031 WASHINGTON	OTHER REVENUE - NA - RW																																								0			"1,025"	"-1,025"																																																																																																																																										
Total Activity	401(K) PLANS	0033 CHARLOTTE	OTHER REVENUE - NA - RW																																								0			"8,850"	"-8,850"																																																																																																																																										
Total Activity	401(K) PLANS	0018 LONG ISLAND	OTHER REVENUE - NA - RW																																								0			"4,000"	"-4,000"																																																																																																																																										
Total Activity	401(K) PLANS	0020 METRO NY	OTHER REVENUE - NA - RW																																								0			"3,850"	"-3,850"																																																																																																																																										
Total Activity	401(K) PLANS	0021 NORTHERN NJ	OTHER REVENUE - NA - RW																																								"2,000"		"2,000"	"19,250"	"-19,250"																																																																																																																																										
Total Activity	IRA SIMPLE	0021 NORTHERN NJ	OTHER REVENUE - NA - RW																																								0			150	-150																																																																																																																																										
Total Activity	401(K) PLANS	0025 SOUTHERN NJ	OTHER REVENUE - NA - RW																																								0			100	-100																																																																																																																																										
Total Activity	401(K) PLANS	0027 LEHIGH VALLEY	OTHER REVENUE - NA - RW																																								0			"3,750"	"-3,750"																																																																																																																																										
Total Activity	401(K) PLANS	0028 HARRISBURG	OTHER REVENUE - NA - RW																																								0			-750	750																																																																																																																																										
Total Activity	401(K) PLANS	0046 PITTSBURGH	OTHER REVENUE - NA - RW																																								0			50	-50																																																																																																																																										
Total Activity	401(K) PLANS	0044 COLUMBUS	OTHER REVENUE - NA - RW																																								0			50	-50																																																																																																																																										
Total Activity	IRA SIMPLE	0048 MIDDLETOWN	OTHER REVENUE - NA - RW																																								0			150	-150																																																																																																																																										
Total Activity	401(K) PLANS	0040 MIAMI	OTHER REVENUE - NA - RW																																								0			"5,550"	"-5,550"																																																																																																																																										
Total Activity	401(K) PLANS	0041 TAMPA	OTHER REVENUE - NA - RW																																								0			"1,500"	"-1,500"																																																																																																																																										
Total Activity	401(K) PLANS	0042 JACKSONVILLE	OTHER REVENUE - NA - RW																																								0			"1,500"	"-1,500"																																																																																																																																										
Total Activity	401(K) PLANS	0052 CHICAGO	OTHER REVENUE - NA - RW																																								0			"6,550"	"-6,550"																																																																																																																																										
Total Activity	401(K) PLANS	0056 TWIN CITIES	OTHER REVENUE - NA - RW																																								0			"2,950"	"-2,950"																																																																																																																																										
Total Activity	401(K) PLANS	0062 ST LOUIS	OTHER REVENUE - NA - RW																																								0			"1,550"	"-1,550"																																																																																																																																										
Total Activity	401(K) PLANS	0063 KANSAS CITY	OTHER REVENUE - NA - RW																																								0			50	-50																																																																																																																																										
Total Activity	401(K) PLANS	0064 TULSA	OTHER REVENUE - NA - RW																																								0			100	-100																																																																																																																																										
Total Activity	401(K) PLANS	0066 OKLAHOMA CITY	OTHER REVENUE - NA - RW																																								0			50	-50																																																																																																																																										
Total Activity	401(K) PLANS	0070 HOUSTON	OTHER REVENUE - NA - RW																																								0			"1,500"	"-1,500"																																																																																																																																										
Total Activity	401(K) PLANS	0072 DALLAS	OTHER REVENUE - NA - RW																																								0			"3,700"	"-3,700"																																																																																																																																										
Total Activity	401(K) PLANS	0079 INLAND EMPIRE	OTHER REVENUE - NA - RW																																								0			50	-50																																																																																																																																										
Total Activity	401(K) PLANS	0083 VENTURA	OTHER REVENUE - NA - RW																																								0			"5,650"	"-5,650"																																																																																																																																										
Total Activity	401(K) PLANS	0084 SAN FRANCISCO	OTHER REVENUE - NA - RW																																								0			"1,500"	"-1,500"																																																																																																																																										
Total Activity	401(K) PLANS	0087 FRESNO	OTHER REVENUE - NA - RW																																								0			"6,650"	"-6,650"																																																																																																																																										
Total Activity	401(K) PLANS	0089 PASADENA	OTHER REVENUE - NA - RW																																								0			100	-100																																																																																																																																										
Total Activity	401(K) PLANS	0080 ORANGE COUNTY	OTHER REVENUE - NA - RW																																								0			"1,600"	"-1,600"																																																																																																																																										
Total Activity	401(K) PLANS	0081 LOS ANGELES	OTHER REVENUE - NA - RW																																								0			"3,050"	"-3,050"																																																																																																																																										
Total Activity	401(K) PLANS	0082 SAN DIEGO	OTHER REVENUE - NA - RW																																								0			"4,600"	"-4,600"																																																																																																																																										
Total Activity	401(K) PLANS	0085 SACRAMENTO	OTHER REVENUE - NA - RW																																								0			50	-50																																																																																																																																										
Total Activity	401(K) PLANS	0088 EAST BAY	OTHER REVENUE - NA - RW																																								0			"3,000"	"-3,000"																																																																																																																																										
Total Activity	401(K) PLANS	0065 DENVER	OTHER REVENUE - NA - RW																																								0			"1,600"	"-1,600"																																																																																																																																										
Total Activity	IRA SIMPLE	0065 DENVER	OTHER REVENUE - NA - RW																																								0			900	-900																																																																																																																																										
Total Activity	401(K) PLANS	0090 PORTLAND	OTHER REVENUE - NA - RW																																								0			"1,100"	"-1,100"																																																																																																																																										
Total Activity	401(K) PLANS	0920 DSC East	OTHER REVENUE - NA - RW																																								0			"2,250"	"-2,250"																																																																																																																																										
Total Activity	IRA SIMPLE	0920 DSC East	OTHER REVENUE - NA - RW																																								150			150																																																																																																																																											
Total Activity	401(K) PLANS	0921 DSC West	OTHER REVENUE - NA - RW																																								0			"1,500"	"-1,500"																																																																																																																																										
Total Activity	401(K) PLANS	0922 DSC Central	OTHER REVENUE - NA - RW																																								0			750	-750																																																																																																																																										
Total Activity	401(K) PLANS	0919 SMB Flexible Service Group	OTHER REVENUE - NA - RW																																								0			"6,350"	"-6,350"																																																																																																																																										
Total Activity	401(K) PLANS	0943 MULTI PRODUCT SERVICE CENTER INDY	OTHER REVENUE - NA - RW																																								0			750	-750																																																																																																																																										
Total Activity	401(K) PLANS	0439 ORLANDO MMS	OTHER REVENUE - NA - RW																																								0			50	-50																																																																																																																																										
Total Activity	401(K) PLANS	0441 TAMPA MMS	OTHER REVENUE - NA - RW																																								0			100	-100																																																																																																																																										
Total Activity	401(K) PLANS	0446 PITTSBURGH MMS	OTHER REVENUE - NA - RW																																								0			50	-50																																																																																																																																										
Total Activity	401(K) PLANS	0447 CUYAHOGA VALLEY MMS	OTHER REVENUE - NA - RW																																								0			50	-50																																																																																																																																										
Total Activity	401(K) PLANS	0456 TWIN CITIES MMS	OTHER REVENUE - NA - RW																																								0			50	-50																																																																																																																																										
Total Activity	401(K) PLANS	5765 SEBS	OTHER REVENUE - NA - RW	"159,600"							"14,400"		"102,800"	"10,400"	"31,600"	400																											"19,075"			"19,075"																																																																																																																																											
Total Activity	401(k) PEP	5600 401K ADMINISTRATION	OTHER REVENUE - NA - RW																																																																															"-3,690"								150	"1,333"	"3,086"	"8,835"	"-17,094"														"64,098"	"24,931"	"39,167"											"1,807,774"	"24,931"	"39,167"	"54,470"	"78,198"	"117,602"	"138,072"	"163,865"	"192,119"	"209,087"	"240,632"	"258,052"	"291,577"	"1,895,555"	"24,931"	"39,167"	"54,470"	"68,294"	"125,392"	"147,769"	"174,525"	"204,117"	"221,682"	"254,640"	"272,753"	"307,815"	"1,942,129"	"24,931"	"39,167"	"54,470"	"68,294"	"98,889"	"156,286"	"183,408"	"213,929"	"231,901"	"265,905"	"284,422"	"320,526"	"1,900,042"	"24,931"	"39,167"	"54,470"	"68,294"	"98,889"	"115,975"	"180,951"	"211,466"	"230,633"	"265,988"	"285,834"	"323,443"	"1,877,772"	"24,931"	"39,167"	"54,470"	"68,294"	"98,889"	"115,975"	"147,157"	"202,027"	"239,347"	"272,431"	"289,987"	"325,097"
